                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    589,                0.72675,                 1.3659,                0.51346,                 0.9504,                0.48838,                0.47577,                0.37922,                0.18613,                0.46737,                0.43631,                0.33658,                0.14199,                 1.8749,                  4.652,                 2.2712,                 2.2936,              0.0041788,              0.0041788,              0.0041788
                    590,                0.73533,                  1.351,                0.51437,                 0.9453,                0.49483,                0.47577,                0.38086,                0.18664,                0.46682,                 0.4364,                 0.3388,                0.14326,                 1.8747,                 4.6526,                 2.2622,                 2.2952,              0.0041689,              0.0041689,              0.0041689
                    591,                0.73156,                  1.337,                0.51336,                0.94769,                 0.4982,                0.47577,                0.38518,                0.18694,                0.46685,                0.44386,                0.33663,                0.14256,                  1.873,                 4.6573,                 2.2547,                 2.2959,               0.004159,               0.004159,               0.004159
                    592,                0.72783,                 1.3591,                0.50909,                0.94487,                0.49346,                0.48087,                0.38303,                0.18687,                0.46328,                 0.4491,                0.33752,                0.14194,                 1.8726,                 4.6593,                 2.2511,                 2.2963,              0.0041491,              0.0041491,              0.0041491
                    593,                0.71136,                 1.3386,                0.50589,                0.94661,                0.49316,                0.47519,                0.38236,                0.18558,                 0.4662,                 0.4491,                0.33401,                0.14106,                 1.8744,                 4.6682,                 2.2411,                 2.2999,              0.0041392,              0.0041392,              0.0041392
                    594,                0.72546,                 1.3432,                0.50962,                0.94787,                0.49221,                0.47519,                0.38285,                 0.1856,                 0.4671,                0.44894,                 0.3343,                0.14305,                 1.8722,                 4.6715,                 2.2479,                    2.3,              0.0041293,              0.0041293,              0.0041293
                    595,                0.73074,                 1.3527,                0.50966,                 0.9475,                0.50395,                0.48029,                0.38556,                0.18582,                0.46507,                 0.4491,                0.33587,                0.14304,                 1.8647,                 4.6706,                  2.258,                 2.2907,              0.0041194,              0.0041194,              0.0041194
                    596,                0.70927,                  1.343,                0.49247,                0.94117,                0.50175,                0.48029,                  0.387,                0.18589,                0.46461,                 0.4491,                0.33684,                0.14286,                 1.8654,                 4.6738,                 2.2545,                 2.2879,              0.0041095,              0.0041095,              0.0041095
                    597,                0.72616,                 1.3451,                0.50594,                0.94544,                0.50346,                0.48024,                0.38622,                0.18538,                 0.4693,                 0.4491,                0.33786,                0.14269,                 1.8669,                 4.6799,                 2.2566,                 2.2911,              0.0040996,              0.0040996,              0.0040996
                    598,                0.71248,                 1.2997,                0.49478,                0.93589,                0.50214,                0.48016,                0.38723,                0.18625,                0.46434,                 0.4491,                0.33895,                0.14294,                 1.8694,                 4.6775,                 2.2462,                 2.2904,              0.0040897,              0.0040897,              0.0040897
                    599,                0.71255,                 1.3217,                0.49836,                0.93916,                0.50206,                0.48018,                0.38594,                0.18524,                0.46794,                 0.4491,                 0.3375,                0.14172,                 1.8689,                 4.6806,                 2.2399,                 2.2904,              0.0040798,              0.0040798,              0.0040798
                    600,                0.71787,                 1.3238,                0.49796,                   0.94,                 0.5024,                0.47986,                0.38745,                0.18612,                0.46855,                0.44887,                 0.3377,                0.14189,                 1.8674,                 4.6779,                 2.2471,                 2.2908,              0.0040699,              0.0040699,              0.0040699
                    601,                0.71999,                 1.3274,                0.50351,                0.93991,                0.50238,                0.47959,                0.38721,                0.18562,                 0.4687,                0.44851,                0.33761,                0.14128,                 1.8678,                 4.6781,                 2.2491,                 2.2908,                0.00406,                0.00406,                0.00406
                    602,                0.71216,                 1.3182,                0.50323,                  0.945,                0.49909,                0.47414,                0.38696,                0.18515,                 0.4688,                0.44827,                0.33765,                0.14119,                 1.8685,                 4.6819,                 2.2457,                  2.293,              0.0040501,              0.0040501,              0.0040501
                    603,                 0.7146,                 1.3238,                0.50228,                0.94315,                0.49371,                0.46875,                 0.3858,                0.18545,                 0.4652,                0.44276,                0.33746,                0.14158,                 1.8691,                 4.6787,                  2.249,                  2.294,              0.0040402,              0.0040402,              0.0040402
                    604,                0.71894,                 1.3298,                0.50486,                0.94511,                0.49921,                0.47431,                 0.3868,                0.18594,                 0.4652,                0.44331,                0.33588,                0.14171,                 1.8698,                 4.6808,                 2.2431,                  2.295,              0.0040303,              0.0040303,              0.0040303
                    605,                0.71676,                  1.328,                  0.504,                0.94503,                0.49946,                0.47445,                 0.3867,                0.18537,                0.46534,                 0.4434,                0.33582,                0.14167,                 1.8687,                 4.6798,                 2.2489,                  2.295,              0.0040204,              0.0040204,              0.0040204
                    606,                0.71518,                 1.3292,                 0.5015,                0.94469,                0.49907,                0.47413,                 0.3871,                0.18615,                0.46531,                0.44338,                0.33621,                0.14128,                 1.8702,                 4.6803,                 2.2454,                 2.2937,              0.0040105,              0.0040105,              0.0040105
                    607,                0.71627,                 1.3325,                0.50644,                0.94578,                0.49608,                0.46771,                0.38619,                0.18653,                0.46103,                0.43724,                0.33487,                0.14077,                 1.8719,                 4.6841,                  2.239,                 2.2979,              0.0040006,              0.0040006,              0.0040006
                    608,                0.71527,                 1.3179,                0.49827,                0.94009,                0.49544,                0.46898,                0.38433,                 0.1854,                0.46162,                0.43845,                0.33302,                0.14029,                 1.8709,                 4.6863,                 2.2361,                 2.2977,              0.0039907,              0.0039907,              0.0039907
                    609,                0.71836,                 1.3316,                0.49947,                 0.9392,                0.49787,                0.46708,                0.38374,                0.18444,                0.46192,                0.43623,                0.33234,                0.14018,                 1.8691,                 4.6889,                 2.2389,                 2.2963,              0.0039808,              0.0039808,              0.0039808
                    610,                0.72227,                 1.3306,                0.50269,                0.94384,                0.49437,                 0.4593,                0.38314,                0.18525,                0.46512,                0.43321,                0.33285,                0.14022,                 1.8654,                 4.6934,                 2.2442,                  2.291,              0.0039709,              0.0039709,              0.0039709
                    611,                0.71656,                  1.342,                0.49893,                0.94559,                0.49977,                0.46388,                0.38466,                0.18608,                0.47032,                0.43779,                0.33433,                0.14125,                 1.8682,                 4.6933,                 2.2441,                 2.2912,               0.003961,               0.003961,               0.003961
                    612,                0.71436,                 1.3205,                 0.4952,                0.94333,                0.49987,                0.46429,                0.38334,                0.18536,                0.46967,                0.43849,                0.33286,                0.14086,                 1.8681,                 4.6947,                 2.2444,                 2.2928,              0.0039511,              0.0039511,              0.0039511
                    613,                0.71268,                 1.3161,                0.49017,                0.93883,                0.50003,                  0.464,                0.38234,                0.18651,                0.47051,                0.43805,                0.33426,                0.14124,                 1.8692,                 4.6997,                 2.2438,                 2.2924,              0.0039412,              0.0039412,              0.0039412
                    614,                0.72127,                 1.3548,                0.50483,                0.94808,                0.50012,                0.46418,                 0.3814,                0.18496,                0.47061,                0.43829,                0.33421,                0.14094,                   1.87,                 4.7034,                 2.2418,                 2.2921,              0.0039313,              0.0039313,              0.0039313
                    615,                0.71328,                 1.3244,                0.50005,                0.93771,                0.50002,                0.46447,                0.38213,                0.18541,                0.47064,                0.43783,                0.33368,                0.14093,                 1.8688,                 4.7032,                 2.2458,                 2.2946,              0.0039214,              0.0039214,              0.0039214
                    616,                0.70722,                  1.326,                0.49768,                0.93834,                0.50003,                0.46498,                0.38034,                0.18481,                0.47058,                0.43889,                0.32976,                0.13997,                 1.8681,                 4.7077,                 2.2441,                 2.2948,              0.0039115,              0.0039115,              0.0039115
                    617,                0.72236,                  1.337,                0.50363,                 0.9485,                0.49991,                0.46384,                0.37963,                0.18434,                0.46962,                0.43321,                 0.3305,                0.13964,                 1.8675,                 4.7087,                 2.2473,                 2.2951,              0.0039016,              0.0039016,              0.0039016
                    618,                0.72072,                 1.3496,                0.50743,                0.94399,                0.49991,                 0.4593,                0.37963,                0.18426,                 0.4729,                 0.4328,                0.32931,                0.13886,                 1.8661,                 4.7017,                 2.2498,                 2.2929,              0.0038917,              0.0038917,              0.0038917
                    619,                 0.7093,                 1.3235,                0.50181,                0.94146,                 0.5017,                0.45908,                0.38011,                0.18508,                0.47275,                0.43255,                0.32946,                0.13954,                 1.8656,                 4.7072,                 2.2472,                 2.2944,              0.0038818,              0.0038818,              0.0038818
                    620,                0.71133,                 1.3126,                0.49393,                0.93456,                0.50436,                0.46412,                 0.3823,                0.18678,                0.46854,                0.43253,                0.33134,                 0.1411,                  1.865,                 4.7065,                 2.2547,                 2.2965,              0.0038719,              0.0038719,              0.0038719
                    621,                0.70738,                 1.3342,                0.49719,                0.94134,                0.50405,                0.46416,                0.37955,                0.18575,                0.46836,                0.43248,                0.32837,                0.13876,                 1.8649,                 4.7035,                 2.2584,                 2.2984,               0.003862,               0.003862,               0.003862
                    622,                0.70767,                 1.3142,                0.49021,                0.93291,                0.50313,                0.46498,                0.38179,                0.18645,                0.46719,                0.43321,                0.33089,                0.14018,                 1.8666,                 4.7129,                 2.2525,                 2.3028,              0.0038521,              0.0038521,              0.0038521
                    623,                0.71011,                 1.3138,                0.49557,                0.93847,                0.50296,                0.46498,                0.38005,                0.18693,                0.46703,                0.43321,                 0.3305,                0.13964,                 1.8678,                 4.7162,                  2.257,                 2.3024,              0.0038422,              0.0038422,              0.0038422
                    624,                0.71183,                 1.3285,                0.49464,                0.94283,                0.50227,                0.46498,                0.37983,                0.18662,                 0.4672,                0.43308,                0.32984,                0.13911,                 1.8689,                 4.7153,                 2.2574,                 2.3064,              0.0038323,              0.0038323,              0.0038323
                    625,                0.70706,                  1.309,                0.49704,                0.93995,                0.50172,                0.46495,                0.37903,                0.18537,                0.46762,                0.43243,                0.32901,                0.13859,                 1.8667,                 4.7151,                 2.2543,                 2.3054,              0.0038224,              0.0038224,              0.0038224
                    626,                0.71218,                 1.3343,                0.50328,                0.94048,                0.50466,                0.46404,                 0.3782,                 0.1856,                0.46919,                0.43204,                0.33008,                0.13901,                 1.8686,                 4.7231,                 2.2525,                 2.3089,              0.0038125,              0.0038125,              0.0038125
                    627,                0.71615,                 1.3245,                0.49789,                0.94488,                0.50723,                0.46481,                0.37713,                0.18562,                0.47133,                0.43303,                0.32958,                0.13864,                 1.8684,                 4.7258,                 2.2541,                 2.3096,              0.0038026,              0.0038026,              0.0038026
                    628,                0.71051,                 1.3238,                0.49571,                0.93505,                0.50535,                0.46418,                 0.3792,                0.18722,                0.46964,                0.43263,                0.33004,                0.13903,                 1.8706,                 4.7294,                 2.2559,                 2.3126,              0.0037927,              0.0037927,              0.0037927
                    629,                 0.7069,                 1.3103,                0.49646,                0.93986,                0.50505,                0.46331,                0.38023,                0.18739,                0.46924,                0.43172,                0.33083,                0.13949,                 1.8701,                 4.7256,                 2.2554,                 2.3117,              0.0037828,              0.0037828,              0.0037828
                    630,                0.70271,                 1.3138,                0.48691,                0.93686,                0.50548,                0.46168,                0.37956,                0.18695,                 0.4681,                0.43171,                0.33111,                0.13948,                 1.8724,                  4.732,                 2.2564,                 2.3139,              0.0037729,              0.0037729,              0.0037729
                    631,                0.71495,                 1.3268,                0.49942,                 0.9463,                0.50172,                0.46431,                 0.3775,                0.18537,                0.46683,                0.43301,                0.33008,                0.13852,                 1.8718,                 4.7333,                 2.2565,                 2.3148,               0.003763,               0.003763,               0.003763
                    632,                0.71959,                 1.3263,                0.50014,                0.94298,                0.50287,                0.46212,                0.37649,                0.18507,                0.46734,                0.43035,                 0.3312,                 0.1387,                 1.8727,                 4.7393,                 2.2577,                 2.3171,              0.0037531,              0.0037531,              0.0037531
                    633,                0.70501,                 1.3134,                 0.4884,                0.93794,                  0.504,                 0.4657,                 0.3773,                0.18582,                0.46877,                0.43423,                0.33204,                  0.139,                 1.8734,                 4.7473,                 2.2531,                 2.3196,              0.0037432,              0.0037432,              0.0037432
                    634,                0.70946,                 1.3186,                0.50065,                0.94223,                0.50447,                0.46623,                0.37563,                0.18473,                0.46943,                0.43499,                0.33127,                0.13873,                 1.8744,                 4.7485,                 2.2537,                 2.3217,              0.0037333,              0.0037333,              0.0037333
                    635,                0.70081,                 1.2964,                0.49307,                0.93651,                0.50562,                0.46784,                0.37754,                0.18636,                0.47058,                0.43648,                0.33194,                0.13963,                 1.8759,                 4.7537,                 2.2539,                  2.323,              0.0037234,              0.0037234,              0.0037234
                    636,                0.70251,                 1.2984,                0.48577,                0.93781,                0.50184,                 0.4674,                0.37501,                0.18484,                0.46703,                0.43624,                0.33142,                0.13878,                 1.8754,                 4.7531,                 2.2559,                 2.3221,              0.0037135,              0.0037135,              0.0037135
                    637,                0.70127,                 1.2966,                0.48832,                0.93561,                0.50311,                 0.4656,                0.37584,                0.18577,                0.46805,                0.43452,                0.33213,                0.13901,                 1.8762,                 4.7524,                 2.2527,                 2.3226,              0.0037036,              0.0037036,              0.0037036
                    638,                0.71237,                 1.3233,                0.49994,                0.94243,                0.50288,                0.46524,                0.37632,                0.18528,                0.46776,                0.43408,                0.33113,                0.13824,                 1.8773,                 4.7525,                 2.2501,                 2.3263,              0.0036937,              0.0036937,              0.0036937
                    639,                0.70436,                 1.3285,                0.49441,                0.93959,                0.50261,                0.46513,                0.37583,                 0.1858,                0.46841,                0.43535,                0.33042,                0.13816,                 1.8789,                  4.755,                   2.25,                 2.3274,              0.0036838,              0.0036838,              0.0036838
                    640,                0.70211,                 1.3084,                0.49504,                0.93713,                0.50704,                0.46801,                0.37652,                  0.185,                0.47754,                0.44233,                0.33252,                0.13784,                 1.8788,                 4.7525,                 2.2426,                 2.3241,              0.0036739,              0.0036739,              0.0036739
                    641,                0.70184,                 1.3054,                0.49428,                0.93942,                0.50188,                0.46421,                0.37648,                0.18497,                0.47369,                0.44023,                0.33297,                 0.1382,                 1.8801,                 4.7546,                 2.2442,                 2.3287,               0.003664,               0.003664,               0.003664
                    642,                0.70154,                 1.3026,                0.48759,                0.93281,                0.50204,                0.46343,                 0.3752,                0.18442,                0.47225,                0.43751,                0.32944,                0.13763,                 1.8836,                 4.7516,                 2.2402,                 2.3298,              0.0036541,              0.0036541,              0.0036541
                    643,                0.69107,                 1.2901,                0.48181,                0.93555,                0.50335,                 0.4651,                 0.3749,                 0.1842,                0.46865,                0.43449,                0.33025,                0.13807,                 1.8821,                 4.7489,                 2.2363,                 2.3328,              0.0036442,              0.0036442,              0.0036442
                    644,                0.69626,                 1.2926,                0.48644,                0.93451,                0.50332,                0.46493,                0.37501,                0.18382,                0.46871,                0.43502,                0.33089,                 0.1377,                 1.8786,                 4.7419,                  2.234,                  2.332,              0.0036343,              0.0036343,              0.0036343
                    645,                0.70699,                 1.3062,                0.48963,                0.94169,                0.50554,                0.46481,                0.37363,                0.18425,                0.47033,                0.43452,                  0.331,                0.13836,                 1.8778,                 4.7403,                 2.2311,                 2.3314,              0.0036244,              0.0036244,              0.0036244
                    646,                0.70327,                 1.2996,                0.48495,                 0.9336,                0.50363,                0.46253,                0.37349,                0.18396,                0.46795,                 0.4317,                0.32849,                0.13767,                 1.8766,                 4.7403,                  2.228,                 2.3297,              0.0036145,              0.0036145,              0.0036145
                    647,                0.70805,                 1.3229,                0.50158,                0.93867,                0.50656,                0.46281,                0.37377,                0.18395,                0.46444,                0.42686,                0.31211,                 0.1364,                 1.8764,                 4.7387,                 2.2287,                 2.3287,              0.0036046,              0.0036046,              0.0036046
                    648,                0.70317,                 1.3192,                0.49288,                0.94354,                0.50051,                0.45707,                0.36925,                0.18295,                0.45852,                0.42076,                0.30786,                0.13513,                 1.8752,                 4.7317,                 2.2278,                 2.3276,              0.0035947,              0.0035947,              0.0035947
                    649,                0.70353,                 1.3147,                0.49093,                0.93493,                 0.5027,                0.45743,                0.36938,                0.18328,                0.46038,                0.42099,                0.30783,                0.13503,                 1.8756,                 4.7337,                 2.2277,                 2.3266,              0.0035848,              0.0035848,              0.0035848
                    650,                0.71397,                 1.3295,                0.49574,                0.94011,                0.49815,                0.45706,                0.36879,                0.18382,                0.45781,                0.42235,                0.30746,                0.13537,                 1.8737,                 4.7382,                  2.228,                 2.3262,              0.0035749,              0.0035749,              0.0035749
                    651,                0.70098,                 1.3127,                0.49017,                0.93617,                0.49923,                 0.4593,                0.36831,                0.18439,                0.45461,                0.42243,                0.30927,                0.13587,                 1.8757,                 4.7382,                 2.2257,                 2.3281,               0.003565,               0.003565,               0.003565
                    652,                0.69709,                 1.3107,                0.48783,                0.94125,                0.46978,                0.47185,                0.36899,                0.18535,                0.44798,                0.42243,                0.31203,                  0.138,                 1.8777,                 4.7373,                 2.2273,                 2.3298,              0.0035551,              0.0035551,              0.0035551
                    653,                0.70213,                 1.3057,                0.48504,                0.93441,                0.46962,                0.47164,                 0.3696,                0.18617,                0.44525,                0.42243,                0.31526,                0.13838,                 1.8784,                 4.7426,                  2.223,                 2.3291,              0.0035452,              0.0035452,              0.0035452
                    654,                0.69323,                 1.3097,                0.47759,                0.93333,                0.46961,                0.47327,                0.36825,                0.18435,                0.44582,                0.42243,                0.31211,                0.13636,                 1.8781,                 4.7445,                 2.2229,                 2.3298,              0.0035353,              0.0035353,              0.0035353
                    655,                 0.6907,                   1.29,                0.48062,                0.93435,                0.46964,                0.47291,                0.36902,                0.18422,                0.44428,                0.42243,                0.31229,                0.13632,                 1.8784,                 4.7456,                 2.2198,                 2.3304,              0.0035254,              0.0035254,              0.0035254
                    656,                0.69875,                 1.3116,                0.49458,                0.93182,                0.46821,                0.47232,                 0.3679,                0.18393,                0.44025,                 0.4242,                0.31066,                0.13625,                 1.8786,                 4.7451,                 2.2205,                 2.3306,              0.0035155,              0.0035155,              0.0035155
                    657,                0.69556,                 1.3054,                0.48652,                0.93466,                0.46722,                0.46908,                0.36761,                0.18374,                0.44529,                0.42833,                0.32568,                0.13793,                 1.8784,                 4.7435,                 2.2205,                 2.3307,              0.0035056,              0.0035056,              0.0035056
                    658,                0.69604,                 1.3027,                0.48817,                0.93545,                0.46722,                0.46877,                0.36797,                0.18437,                0.44606,                0.42957,                0.32578,                0.13968,                  1.878,                 4.7488,                  2.217,                 2.3292,              0.0034957,              0.0034957,              0.0034957
                    659,                0.70924,                 1.3113,                0.49667,                0.94029,                0.46778,                 0.4681,                0.36876,                0.18513,                0.43791,                0.43469,                0.32633,                0.13965,                  1.879,                 4.7488,                  2.212,                 2.3284,              0.0034858,              0.0034858,              0.0034858
                    660,                0.69801,                 1.2976,                 0.4863,                0.93188,                0.46741,                0.46772,                0.36965,                0.18474,                0.43777,                0.43493,                0.32734,                0.13784,                 1.8786,                 4.7462,                  2.214,                 2.3272,              0.0034759,              0.0034759,              0.0034759
                    661,                0.70311,                 1.3131,                0.49487,                0.94195,                0.46882,                 0.4668,                0.37025,                0.18549,                0.43747,                0.43454,                0.32724,                0.13973,                 1.8763,                   4.75,                 2.2117,                 2.3244,               0.003466,               0.003466,               0.003466
                    662,                0.70367,                 1.3021,                0.49053,                0.94046,                0.46753,                0.46764,                0.37005,                0.18592,                0.43632,                0.43539,                0.32743,                 0.1399,                 1.8789,                 4.7499,                 2.2145,                 2.3272,              0.0034561,              0.0034561,              0.0034561
                    663,                0.69096,                 1.2891,                0.47982,                0.93779,                0.47091,                  0.473,                0.36965,                0.18531,                0.44073,                0.44093,                0.32808,                0.13956,                 1.8788,                 4.7527,                 2.2154,                 2.3258,              0.0034462,              0.0034462,              0.0034462
                    664,                0.69692,                 1.2869,                0.48437,                0.93748,                0.46976,                0.47328,                0.36988,                0.18583,                0.43997,                0.43703,                 0.3287,                0.13986,                 1.8793,                  4.747,                 2.2198,                 2.3242,              0.0034363,              0.0034363,              0.0034363
                    665,                0.70095,                 1.2957,                0.48735,                0.93712,                0.47195,                0.47314,                0.36938,                0.18518,                0.44291,                0.43911,                0.32757,                0.13886,                 1.8791,                 4.7476,                 2.2193,                 2.3236,              0.0034264,              0.0034264,              0.0034264
                    666,                0.69843,                 1.2949,                0.48635,                0.93492,                0.47281,                 0.4717,                0.37044,                0.18545,                0.44036,                 0.4374,                0.32832,                0.14031,                 1.8814,                 4.7604,                 2.2185,                 2.3242,              0.0034165,              0.0034165,              0.0034165
                    667,                0.69057,                 1.2872,                0.48107,                 0.9323,                0.47404,                0.47138,                0.37201,                0.18517,                 0.4428,                0.43854,                0.32882,                0.13966,                 1.8809,                 4.7611,                   2.22,                 2.3226,              0.0034066,              0.0034066,              0.0034066
                    668,                0.69062,                  1.289,                0.48276,                0.93212,                0.47169,                0.47305,                0.37006,                0.18478,                0.44358,                0.43815,                0.32648,                0.13898,                 1.8786,                  4.764,                 2.2197,                 2.3229,              0.0033967,              0.0033967,              0.0033967
                    669,                0.69236,                 1.2897,                0.48286,                0.93456,                0.47306,                0.47257,                 0.3722,                0.18577,                0.44534,                0.43773,                0.32811,                0.13944,                 1.8804,                 4.7666,                 2.2196,                  2.325,              0.0033868,              0.0033868,              0.0033868
                    670,                0.68273,                 1.2817,                0.47833,                0.92944,                0.47199,                0.47311,                0.37042,                0.18537,                 0.4413,                0.44044,                0.32774,                0.13937,                 1.8793,                   4.76,                 2.2168,                 2.3279,              0.0033769,              0.0033769,              0.0033769
                    671,                0.68548,                 1.2853,                0.47635,                0.93257,                 0.4717,                0.47374,                0.37017,                0.18498,                0.44084,                0.44075,                0.32759,                0.13929,                  1.877,                 4.7618,                  2.217,                 2.3271,               0.003367,               0.003367,               0.003367
                    672,                0.69959,                  1.294,                0.48628,                0.93836,                 0.4679,                0.47051,                0.37069,                  0.187,                0.43639,                0.43873,                0.32979,                0.14101,                 1.8792,                 4.7641,                 2.2144,                 2.3302,              0.0033571,              0.0033571,              0.0033571
                    673,                0.69709,                 1.3048,                0.48551,                0.93566,                0.46867,                0.47352,                0.37035,                 0.1868,                0.43732,                 0.4406,                0.32993,                  0.141,                 1.8848,                 4.7682,                 2.2052,                 2.3388,              0.0033472,              0.0033472,              0.0033472
                    674,                0.69455,                  1.285,                0.48306,                0.93838,                0.47282,                0.47993,                0.36998,                 0.1863,                0.43972,                0.44463,                0.32963,                0.14097,                 1.8874,                 4.7725,                 2.2037,                 2.3434,              0.0033373,              0.0033373,              0.0033373
                    675,                0.67617,                 1.2843,                 0.4763,                 0.9309,                 0.4738,                0.47915,                0.36964,                0.18649,                0.44232,                0.44577,                0.33126,                0.14115,                 1.8885,                 4.7825,                 2.2064,                 2.3464,              0.0033274,              0.0033274,              0.0033274
                    676,                0.68953,                 1.2787,                0.47534,                0.93444,                0.47079,                0.47599,                0.37148,                0.18671,                0.43956,                0.44422,                0.33402,                0.14131,                 1.8888,                 4.7849,                 2.2083,                 2.3486,              0.0033175,              0.0033175,              0.0033175
                    677,                0.69227,                 1.2781,                0.47753,                0.93195,                0.47594,                0.47905,                0.37124,                  0.187,                0.44459,                0.44728,                0.33329,                0.14134,                 1.8899,                 4.7897,                 2.2101,                 2.3504,              0.0033076,              0.0033076,              0.0033076
                    678,                0.68532,                  1.283,                0.48063,                0.93233,                 0.4783,                0.47895,                0.37033,                0.18702,                0.44721,                0.44691,                0.33258,                0.14149,                 1.8883,                 4.7923,                 2.2122,                  2.345,              0.0032977,              0.0032977,              0.0032977
                    679,                0.68736,                 1.2784,                0.48135,                0.93524,                0.47822,                0.47943,                0.37202,                0.18699,                0.44663,                0.44766,                0.33352,                0.14217,                 1.8892,                 4.7949,                 2.2102,                 2.3462,              0.0032878,              0.0032878,              0.0032878
                    680,                0.68939,                 1.2889,                0.48173,                0.93139,                0.47891,                0.47997,                0.37297,                0.18766,                0.45301,                0.45359,                0.33816,                 0.1427,                 1.8834,                 4.7884,                   2.23,                 2.3413,              0.0032779,              0.0032779,              0.0032779
                    681,                0.68955,                 1.2838,                0.47744,                0.92941,                0.47948,                 0.4801,                0.37161,                 0.1872,                0.45324,                0.45221,                0.33708,                0.14253,                 1.8885,                 4.7969,                 2.2163,                 2.3449,               0.003268,               0.003268,               0.003268
                    682,                0.69163,                 1.2926,                0.47844,                 0.9314,                0.47974,                0.47928,                0.37414,                0.18779,                0.44889,                0.44878,                0.32693,                0.14219,                 1.8861,                 4.7979,                 2.2338,                 2.3438,              0.0032581,              0.0032581,              0.0032581
